solver,agent_id,task_id,step,loc,row,col
solver1,23,14714,1,3004679,1669,479
solver1,23,14714,2,3004678,1669,478
solver1,24,27757,0,2962613,1645,1613
solver1,24,27757,1,2962614,1645,1614
solver1,24,27757,2,2962615,1645,1615
solver1,24,27757,3,2960815,1644,1615
solver1,24,27757,4,2959015,1643,1615
solver1,24,27757,5,2957215,1642,1615
solver1,24,27757,6,2955415,1641,1615
solver1,24,27757,7,2953615,1640,1615
solver1,24,27757,8,2951815,1639,1615
solver1,24,27757,9,2950015,1638,1615
solver1,25,26366,0,2827100,1570,1100
solver1,25,26366,1,2827099,1570,1099
solver1,25,26366,2,2828899,1571,1099
solver1,25,26366,3,2830699,1572,1099
solver1,25,26366,4,2832499,1573,1099
solver1,25,26366,5,2834299,1574,1099
solver1,25,26366,6,2836099,1575,1099
solver1,25,26366,7,2837899,1576,1099
solver1,25,26366,8,2837898,1576,1098
solver1,26,25841,0,1491439,828,1039
solver1,26,25841,1,1489639,827,1039
solver1,26,25841,2,1487839,826,1039
solver1,26,25841,3,1487838,826,1038
solver1,26,25841,4,1487837,826,1037
solver1,26,25841,5,1487836,826,1036
solver1,26,25841,6,1487835,826,1035
solver1,26,25841,7,1486035,825,1035
solver1,27,15195,0,1023913,568,1513
solver1,27,15195,1,1023914,568,1514
solver1,27,15195,2,1023915,568,1515
solver1,28,5312,0,10852,6,52
solver1,28,5312,1,9052,5,52
solver1,28,5312,2,7252,4,52
solver1,28,5312,3,5452,3,52
solver1,28,5312,4,3652,2,52
solver1,28,5312,5,1852,1,52
solver1,29,4237,0,1914439,1063,1039
solver1,29,4237,1,1914438,1063,1038
solver1,29,4237,2,1914437,1063,1037
solver1,29,4237,3,1914436,1063,1036
solver1,29,4237,4,1914435,1063,1035
solver1,29,4237,5,1912635,1062,1035
solver1,29,4237,6,1910835,1061,1035
solver1,29,4237,7,1909035,1060,1035
solver1,29,4237,8,1909034,1060,1034
solver1,29,4237,9,1909033,1060,1033
solver1,29,4237,10,1909032,1060,1032
solver1,30,9809,0,2530943,1406,143
solver1,30,9809,1,2532743,1407,143
solver1,30,9809,2,2534543,1408,143
solver1,30,9809,3,2534542,1408,142
solver1,30,9809,4,2534541,1408,141
solver1,30,9809,5,2534540,1408,140
solver1,30,9809,6,2534539,1408,139
solver1,30,9809,7,2534538,1408,138
solver1,31,15107,0,1304124,724,924
solver1,31,15107,1,1304125,724,925
solver1,31,15107,2,1304126,724,926
solver1,31,15107,3,1304127,724,927
solver1,31,15107,4,1304128,724,928
solver1,31,15107,5,1304129,724,929
solver1,31,15107,6,1304130,724,930
solver1,31,15107,7,1304131,724,931
solver1,31,15107,8,1304132,724,932
